Entity,Year,"Employment to population ratio, 15+, female (%) (national estimate)"
El Salvador,2003,40.75999832
El Salvador,2004,38.40999985
El Salvador,2005,42.59999847
El Salvador,2006,45.00999832
El Salvador,2007,45
El Salvador,2008,45.56000137
El Salvador,2009,45.24000168
El Salvador,2010,44.84000015
El Salvador,2011,44.97999954
El Salvador,2012,45.81000137
El Salvador,2013,46.99000168
El Salvador,2014,45.54999924
El Salvador,2015,44.38999939
El Salvador,2016,44.74000168
El Salvador,2017,43.90999985
El Salvador,2018,43.79000092
El Salvador,2019,44.27999878
El Salvador,2020,43.47999954
Estonia,1990,66
Estonia,1991,63.77999878
Estonia,1992,59.58000183
Estonia,1993,55.83000183
Estonia,1994,54.75
Estonia,1995,52.91999817
Estonia,1996,52.54999924
Estonia,1997,52.88000107
Estonia,1998,48.13000107
Estonia,1999,46.38000107
Estonia,2000,46.54000092
Estonia,2001,45.38000107
Estonia,2002,46.75
Estonia,2003,46.99000168
Estonia,2004,48.61000061
Estonia,2005,49.91999817
Estonia,2006,51.72000122
Estonia,2007,52.02999878
Estonia,2008,51.93000031
Estonia,2009,49.06999969
Estonia,2010,47.33000183
Estonia,2011,49.22999954
Estonia,2012,50.36999893
Estonia,2013,50.88000107
Estonia,2014,50.86999893
Estonia,2015,52.5
Estonia,2016,52.95000076
Estonia,2017,54.04999924
Estonia,2018,54.34000015
Estonia,2019,54.84999847
Estonia,2020,53.75999832
Eswatini,1995,36.59999847
Eswatini,2016,35.63000107
Ethiopia,1999,51.72000122
Ethiopia,2005,72.36000061
Ethiopia,2013,72.11000061
Europe and Central Asia,1992,45.52828979
Europe and Central Asia,1993,44.07655716
Europe and Central Asia,1994,43.4333992
Europe and Central Asia,1995,43.53601456
Europe and Central Asia,1996,42.90267944
Europe and Central Asia,1997,42.30770111
Europe and Central Asia,1998,42.40542984
Europe and Central Asia,1999,43.83240128
Europe and Central Asia,2000,44.32781219
Europe and Central Asia,2001,44.65208054
Europe and Central Asia,2002,44.93276978
Europe and Central Asia,2003,44.94172287
Europe and Central Asia,2004,45.57347488
Europe and Central Asia,2005,45.680233
Europe and Central Asia,2006,46.07266235
Europe and Central Asia,2007,46.69035721
Europe and Central Asia,2008,47.52555847
Europe and Central Asia,2009,47.19263458
Europe and Central Asia,2010,46.87852097
Europe and Central Asia,2011,47.25315857
Europe and Central Asia,2012,47.43978119
Europe and Central Asia,2013,47.42417145
Europe and Central Asia,2014,48.00777054
Europe and Central Asia,2015,48.71834564
Europe and Central Asia,2016,48.84067154
Europe and Central Asia,2017,48.13755798
Europe and Central Asia,2018,48.0276413
Europe and Central Asia,2019,48.18341827
Europe and Central Asia,2020,47.23120499
European Union,1986,34.74882889
European Union,1987,35.08112717
European Union,1988,35.58448792
European Union,1989,36.07054138
European Union,1990,38.36716461
European Union,1991,39.19646454
European Union,1992,40.37150955
European Union,1993,39.95254517
European Union,1994,39.80653
European Union,1995,40.70798111
European Union,1996,39.80103302
European Union,1997,40.05741882
European Union,1998,40.59989929
European Union,1999,41.33795547
European Union,2000,41.66247177
European Union,2001,42.13242722
European Union,2002,42.13424683
European Union,2003,42.4744606
European Union,2004,42.55228806
European Union,2005,43.02789307
European Union,2006,43.87103271
European Union,2007,44.77444458
European Union,2008,45.31173325
European Union,2009,44.87774658
European Union,2010,44.81206512
European Union,2011,44.92095566
European Union,2012,44.86106491
European Union,2013,44.73071289
European Union,2014,45.05911636
European Union,2015,45.47680664
European Union,2016,46.12480164
European Union,2017,46.82621384
European Union,2018,47.36738968
European Union,2019,47.84535217
European Union,2020,47.19527054
Fiji,1996,36.27999878
Fiji,2004,33.40000153
Fiji,2005,33.04000092
Fiji,2011,43.36000061
Fiji,2014,37.77999878
Fiji,2016,36.40999985
Finland,1977,42.79999924
Finland,1979,53.61000061
Finland,1980,44.00999832
Finland,1981,54.95999908
Finland,1985,56.86000061
Finland,1986,56.29999924
Finland,1987,55.90999985
Finland,1988,55.97999954
Finland,1989,57.31000137
Finland,1990,63.06999969
Finland,1991,60.29000092
Finland,1992,56.15000153
Finland,1993,52.43999863
Finland,1994,51.47000122
Finland,1995,47.16999817
Finland,1996,46.11000061
Finland,1997,46.52999878
Finland,1998,47.63999939
Finland,1999,50.88999939
Finland,2000,51.31999969
Finland,2001,52.22999954
Finland,2002,52.74000168
Finland,2003,52.49000168
Finland,2004,51.68999863
Finland,2005,51.88000107
Finland,2006,52.45999908
Finland,2007,53.25
Finland,2008,53.54999924
Finland,2009,52.63999939
Finland,2010,51.74000168
Finland,2011,51.83000183
Finland,2012,52.02999878
Finland,2013,51.36000061
Finland,2014,51.06999969
Finland,2015,50.68999863
Finland,2016,50.27999878
Finland,2017,50.56999969
Finland,2018,51.81000137
Finland,2019,52.34999847
Finland,2020,51.11999893
France,1979,38.88000107
France,1980,38.86000061
France,1981,38.84000015
France,1982,39.22999954
France,1983,41.06000137
France,1984,40.83000183
France,1985,40.61000061
France,1986,41.31999969
France,1987,40.54999924
France,1988,40.70999908
France,1989,40.88999939
France,1990,41.02000046
France,1991,41.43000031
France,1992,41.24000168
France,1993,41.36999893
France,1994,41.02000046
France,1995,41.43999863
France,1996,41.56000137
France,1997,41.31000137
France,1998,41.74000168
France,1999,42.11999893
France,2000,43.09000015
France,2001,43.72999954
France,2002,44.25999832
France,2003,45.72999954
France,2004,45.18999863
France,2005,45.77999878
France,2006,45.93000031
France,2007,46.77999878
France,2008,47.29999924
France,2009,46.91999817
France,2010,46.79000092
France,2011,46.65000153
France,2012,46.72000122
France,2013,46.65999985
France,2014,46.45999908
France,2015,46.47999954
France,2016,46.45000076
France,2017,46.5
France,2018,46.77000046
France,2019,46.97999954
France,2020,46.59999847
French Polynesia,1988,38.95999908
French Polynesia,1996,40.70000076
French Polynesia,2002,41.22000122
French Polynesia,2007,41.20000076
French Polynesia,2012,37.91999817
Gabon,1993,46.13999939
Gabon,2005,41.52000046
Gabon,2010,28.53000069
Gambia,2012,44.08000183
Gambia,2018,22.70000076
Georgia,1998,49.90000153
Georgia,1999,51.15000153
Georgia,2000,54
Georgia,2001,52.04999924
Georgia,2002,49.86000061
Georgia,2003,50.91999817
Georgia,2004,50.15999985
Georgia,2005,48.81999969
Georgia,2006,47.40000153
Georgia,2007,48.09999847
Georgia,2008,44.90000153
Georgia,2009,44.22999954
Georgia,2010,46.00999832
Georgia,2011,46.47000122
Georgia,2012,46.86000061
Georgia,2013,47.31999969
Georgia,2014,49.04000092
Georgia,2015,50.75
Georgia,2016,50.56999969
Georgia,2017,50.79000092
Georgia,2018,49.34000015
Georgia,2019,48.99000168
Georgia,2020,33.88000107
Germany,1983,37.09000015
Germany,1984,37.34999847
Germany,1985,37.63999939
Germany,1986,38.13999939
Germany,1987,38.16999817
Germany,1988,38.77999878
Germany,1989,39.34999847
Germany,1990,42.58000183
Germany,1991,45
Germany,1992,43.93000031
Germany,1993,43.16999817
Germany,1994,42.84999847
Germany,1995,43.09000015
Germany,1996,43.25999832
Germany,1997,43.08000183
Germany,1998,43.36000061
Germany,1999,44.43999863
Germany,2000,44.81999969
Germany,2001,45.45999908
Germany,2002,45.31000137
Germany,2003,45.11999893
Germany,2004,44.45000076
Germany,2005,45.54000092
Germany,2006,46.68999863
Germany,2007,47.79999924
Germany,2008,48.5
Germany,2009,49.06000137
Germany,2010,49.61000061
Germany,2011,50.99000168
Germany,2012,51.22999954
Germany,2013,51.90000153
Germany,2014,52.22999954
Germany,2015,52.40000153
Germany,2016,53.54999924
Germany,2017,54.04000092
Germany,2018,54.31999969
Germany,2019,55.02999878
Germany,2020,54.90999985
Ghana,1988,63.20000076
Ghana,1989,61
Ghana,1991,73.84999847
Ghana,1992,74.19999695
Ghana,1998,60.5
Ghana,1999,75.80000305
Ghana,2000,64.83999634
Ghana,2006,65.58999634
Ghana,2010,65.40000153
Ghana,2013,71.97000122
Ghana,2015,61.20000076
Ghana,2017,52.88999939
Greece,1981,28.43000031
Greece,1982,27.32999992
Greece,1983,29.68000031
Greece,1984,29.86000061
Greece,1985,30.64999962
Greece,1986,30.59000015
Greece,1987,30.59000015
Greece,1988,31.29999924
Greece,1989,31.31999969
Greece,1990,31.28000069
Greece,1991,28.87000084
Greece,1992,29.81999969
Greece,1993,29.80999947
Greece,1994,30.20000076
Greece,1995,30.59000015
Greece,1996,30.92000008
Greece,1997,30.84000015
Greece,1998,32.86000061
Greece,1999,33.02999878
Greece,2000,33.5
Greece,2001,33.29000092
Greece,2002,33.97000122
Greece,2003,34.88000107
Greece,2004,35.38000107
Greece,2005,35.63999939
Greece,2006,36.59999847
Greece,2007,36.88999939
Greece,2008,37.54000092
Greece,2009,37.72000122
Greece,2010,36.88000107
Greece,2011,34.36000061
Greece,2012,31.57999992
Greece,2013,30.04000092
Greece,2014,30.79999924
Greece,2015,31.82999992
Greece,2016,32.36999893
Greece,2017,33.08000183
Greece,2018,33.58000183
Greece,2019,34.86999893
Greece,2020,34.90000153
Greenland,2008,58
Greenland,2009,58
Greenland,2010,57
Greenland,2011,57
Greenland,2012,56
Greenland,2013,57
Greenland,2014,56
Greenland,2015,57
Grenada,1988,36.36000061
Grenada,1998,43.29999924
Guam,1980,43.5
Guam,1990,53
Guam,2000,33.65000153
Guam,2002,49.5
Guam,2004,48.70000076
Guam,2005,50.90000153
Guam,2006,51.5
Guam,2007,43.90000153
Guam,2009,48.40000153
Guam,2010,51.20000076
Guam,2011,47.70000076
Guatemala,2000,44.90000153
Guatemala,2002,45.09999847
Guatemala,2003,46.66999817
Guatemala,2004,41.00999832
Guatemala,2006,49.75
Guatemala,2010,40.38000107
Guatemala,2011,37.59999847
Guatemala,2012,43.99000168
Guatemala,2013,38.86000061
Guatemala,2014,39.20000076
Guatemala,2015,37.49000168
Guatemala,2016,38.70000076
Guatemala,2017,37.83000183
Guatemala,2018,38.00999832
Guatemala,2019,36.72999954
Guinea,2002,60.58000183
Guinea,2019,40.70000076
Guinea-Bissau,2018,47.74000168
Guyana,1987,26.94000053
Guyana,2002,29.20999908
Guyana,2018,35.43000031
Guyana,2019,33.36000061
Haiti,1980,55.08000183
Haiti,1990,44.20000076
Haiti,2003,28
Haiti,2012,45.31999969
High income,1980,43.04975128
High income,1983,42.20611572
High income,1984,43.29850388
High income,1985,43.54084778
High income,1986,43.16048431
High income,1987,43.86958694
High income,1988,44.4922905
High income,1989,45.32333755
High income,1990,46.08148575
High income,1991,46.52680588
High income,1992,46.21809006
High income,1993,46.46452713
High income,1994,46.60490417
High income,1995,46.94290161
High income,1996,46.95764542
High income,1997,47.03264618
High income,1998,47.12720871
High income,1999,47.20308304
High income,2000,47.44273758
High income,2001,47.65151596
High income,2002,47.55514908
High income,2003,48.13495255
High income,2004,48.28128815
High income,2005,48.6944046
High income,2006,48.82730103
High income,2007,49.78727722
High income,2008,49.91438675
High income,2009,48.5811882
High income,2010,48.86647797
High income,2011,48.367836
High income,2012,48.37017441
High income,2013,48.55658722
High income,2014,48.92967987
High income,2015,49.2153511
High income,2016,50.39173508
High income,2017,50.30977249
High income,2018,50.84463882
High income,2019,51.44700241
High income,2020,49.45949554
Honduras,1991,32.20999908
Honduras,1992,34.63999939
Honduras,1995,34.65999985
Honduras,1998,42.11999893
Honduras,1999,46.24000168
Honduras,2001,38.34000015
Honduras,2002,35.90000153
Honduras,2003,37.40000153
Honduras,2004,36.45999908
Honduras,2005,39.54999924
Honduras,2006,37.70999908
Honduras,2007,37.09999847
Honduras,2008,38.72000122
Honduras,2009,39.93999863
Honduras,2010,41.00999832
Honduras,2011,37.90000153
Honduras,2012,37.06000137
Honduras,2013,40.97000122
Honduras,2014,42.63000107
Honduras,2015,43.36000061
Honduras,2016,42.75
Honduras,2017,43.09999847
Honduras,2018,47.09999847
Honduras,2019,41.79999924
Honduras,2020,41.25
Hong Kong,1979,42.06999969
Hong Kong,1980,43.22999954
Hong Kong,1981,46.84000015
Hong Kong,1982,45.95999908
Hong Kong,1983,45.88000107
Hong Kong,1984,47.31999969
Hong Kong,1985,47.20000076
Hong Kong,1986,47.59000015
Hong Kong,1987,47.59999847
Hong Kong,1988,47.29999924
Hong Kong,1989,46.16999817
Hong Kong,1990,45.45000076
Hong Kong,1991,47.04000092
Hong Kong,1992,45.36999893
Hong Kong,1993,45.58000183
Hong Kong,1994,46.34999847
Hong Kong,1995,46.31000137
Hong Kong,1996,46.68999863
Hong Kong,1997,46.97999954
Hong Kong,1998,46.59000015
Hong Kong,1999,47.41999817
Hong Kong,2000,46.68000031
Hong Kong,2001,48.68000031
Hong Kong,2002,48.61999893
Hong Kong,2003,47.99000168
Hong Kong,2004,48.5
Hong Kong,2005,49.63999939
Hong Kong,2006,50.66999817
Hong Kong,2007,51.29000092
Hong Kong,2008,51.97000122
Hong Kong,2009,50.93000031
Hong Kong,2010,50.09000015
Hong Kong,2011,51.47000122
Hong Kong,2012,52.06999969
Hong Kong,2013,52.86999893
Hong Kong,2014,52.90000153
Hong Kong,2015,53
Hong Kong,2016,53.11000061
Hong Kong,2017,53.5
Hong Kong,2018,53.77999878
Hong Kong,2019,53.70000076
Hong Kong,2020,51.59000015
Hungary,1978,40.97000122
Hungary,1979,41.18000031
Hungary,1981,45.20999908
Hungary,1985,44.79999924
Hungary,1986,44.93000031
Hungary,1987,44.79000092
Hungary,1988,45.25
Hungary,1989,45.38000107
Hungary,1990,44.72999954
Hungary,1991,42.74000168
Hungary,1992,46.59000015
Hungary,1993,43.47000122
Hungary,1994,41.91999817
Hungary,1995,40
Hungary,1996,36.38000107
Hungary,1997,36.04000092
Hungary,1998,37.25
Hungary,1999,38.88999939
Hungary,2000,39.25999832
Hungary,2001,39.11999893
Hungary,2002,39.29000092
Hungary,2003,40.09000015
Hungary,2004,39.77000046
Hungary,2005,39.88000107
Hungary,2006,39.97000122
Hungary,2007,39.65000153
Hungary,2008,39.31000137
Hungary,2009,38.65999985
Hungary,2010,39.11000061
Hungary,2011,39.13999939
Hungary,2012,40.20000076
Hungary,2013,40.54999924
Hungary,2014,42.77999878
Hungary,2015,44.02000046
Hungary,2016,45.58000183
Hungary,2017,46.15999985
Hungary,2018,46.75
Hungary,2019,47.04999924
Hungary,2020,46.31999969
Iceland,1991,70.79000092
Iceland,1992,70.61000061
Iceland,1993,70.30999756
Iceland,1994,70.76999664
Iceland,1995,73.61000061
Iceland,1996,73.12999725
Iceland,1997,71.55999756
Iceland,1998,73.06999969
Iceland,1999,76.08999634
Iceland,2000,77.66999817
Iceland,2001,76.70999908
Iceland,2002,76.18000031
Iceland,2003,75.61000061
Iceland,2004,74.69000244
Iceland,2005,75.16000366
Iceland,2006,75.37000275
Iceland,2007,75.98000336
Iceland,2008,75.01999664
Iceland,2009,72.05999756
Iceland,2010,71.61000061
Iceland,2011,71.65000153
Iceland,2012,72.70999908
Iceland,2013,73.69999695
Iceland,2014,74.88999939
Iceland,2015,76.44000244
Iceland,2016,77.31999969
Iceland,2017,76.75
Iceland,2018,75.94000244
Iceland,2019,74.97000122
Iceland,2020,71.02999878
India,1994,30.27000046
India,2000,29.95999908
India,2005,31.28000069
India,2010,25.29999924
India,2012,22.47999954
India,2018,19.72999954
India,2019,20.45000076
India,2020,25.04000092
Indonesia,1976,54.81999969
Indonesia,1977,41.86000061
Indonesia,1978,46.72999954
Indonesia,1982,44.38999939
Indonesia,1986,51.75
Indonesia,1988,52.77000046
Indonesia,1989,52.25
Indonesia,1990,49.18999863
Indonesia,1991,48.11999893
Indonesia,1992,48.93999863
Indonesia,1993,48.02999878
Indonesia,1994,48.20000076
Indonesia,1996,47.75
Indonesia,1997,47.11000061
Indonesia,1998,48.02000046
Indonesia,1999,47.63999939
Indonesia,2000,48.22000122
Indonesia,2001,46.31000137
Indonesia,2002,44.24000168
Indonesia,2003,43.83000183
Indonesia,2004,42.86999893
Indonesia,2005,41.29000092
Indonesia,2006,41.65999985
Indonesia,2007,44.84000015
Indonesia,2008,46.31000137
Indonesia,2009,46.93999863
Indonesia,2010,47.70999908
Indonesia,2011,48.13000107
Indonesia,2012,49.00999832
Indonesia,2013,48.54000092
Indonesia,2014,48.65999985
Indonesia,2015,48.50999832
Indonesia,2016,48.97000122
Indonesia,2017,50.11999893
Indonesia,2018,50.88999939
Indonesia,2019,52.11000061
Indonesia,2020,51.16999817
Iran,1986,6.099999905
Iran,1991,6.599999905
Iran,1996,9.859999657
Iran,2005,15.47999954
Iran,2006,15.14000034
Iran,2007,14.34000015
Iran,2008,12.32999992
Iran,2009,13.10999966
Iran,2010,12.09000015
Iran,2011,10.85000038
Iran,2012,11.93000031
Iran,2013,10.75
Iran,2014,10.47000027
Iran,2015,11.60000038
Iran,2016,12.88000011
Iran,2017,13.93000031
Iran,2018,14.19999981
Iran,2019,14
Iran,2020,11.69999981
Iraq,2007,11.31000042
Iraq,2012,10.42000008
Iraq,2014,10.63000011
Iraq,2016,11.31000042
Iraq,2017,7.71999979
Ireland,1983,28.78000069
Ireland,1984,27.67000008
Ireland,1985,26.89999962
Ireland,1986,27.25
Ireland,1987,28.26000023
Ireland,1988,28.04999924
Ireland,1989,28.87000084
Ireland,1990,30.07999992
Ireland,1991,30.05999947
Ireland,1992,31.19000053
Ireland,1993,32.45999908
Ireland,1994,33.70000076
Ireland,1995,35.11999893
Ireland,1996,36.65999985
Ireland,1997,38.34000015
Ireland,1998,40.70999908
Ireland,1999,43.34000015
Ireland,2000,45.13999939
Ireland,2001,45.88000107
Ireland,2002,46.95999908
Ireland,2003,47.16999817
Ireland,2004,47.54000092
Ireland,2005,49.74000168
Ireland,2006,50.79999924
Ireland,2007,54.16999817
Ireland,2008,53.59000015
Ireland,2009,50.77000046
Ireland,2010,48.95000076
Ireland,2011,48.09000015
Ireland,2012,47.77999878
Ireland,2013,48.40999985
Ireland,2014,48.95999908
Ireland,2015,49.97000122
Ireland,2016,51.36000061
Ireland,2017,52.15000153
Ireland,2018,52.84999847
Ireland,2019,53.61000061
Ireland,2020,51.97999954
Isle of Man,1991,44.97000122
Isle of Man,1996,48.49000168
Isle of Man,2001,54.86999893
Isle of Man,2006,55.11000061
Isle of Man,2011,55.90000153
Isle of Man,2016,78.27999878
Israel,1983,34.65000153
Israel,1984,34.91999817
Israel,1985,34.43000031
Israel,1986,35.45999908
Israel,1987,36.04999924
Israel,1988,37
Israel,1989,37.06000137
Israel,1990,40.16999817
Israel,1991,39.56000137
Israel,1992,40.38999939
Israel,1993,42.20999908
Israel,1994,44.70999908
Israel,1995,46.31000137
Israel,1996,46.61999893
Israel,1997,46.09000015
Israel,1998,45.86999893
Israel,1999,46.77000046
Israel,2000,47.75999832
Israel,2001,47.68000031
Israel,2002,46.86999893
Israel,2003,47.15000153
Israel,2004,47.56999969
Israel,2005,49.22000122
Israel,2006,49.74000168
Israel,2007,50.86999893
Israel,2008,51.88999939
Israel,2009,52.13000107
Israel,2010,52.95000076
Israel,2011,53.18000031
Israel,2012,54.06999969
Israel,2013,54.59000015
Israel,2014,55.68999863
Israel,2015,55.93000031
Israel,2016,56.43999863
Israel,2017,56.70000076
Israel,2018,57.43000031
Israel,2019,57.24000168
Israel,2020,55.81000137
Italy,1983,28.18000031
Italy,1984,27.84000015
Italy,1985,28.02000046
Italy,1986,28.35000038
Italy,1987,28.47999954
Italy,1988,28.67000008
Italy,1989,29.04000092
Italy,1990,29.5
Italy,1991,30.35000038
Italy,1992,29.30999947
Italy,1993,28.60000038
Italy,1994,28.39999962
Italy,1995,28.15999985
Italy,1996,28.46999931
Italy,1997,28.59000015
Italy,1998,28.95000076
Italy,1999,29.63999939
Italy,2000,30.37999916
Italy,2001,31.5
Italy,2002,32.13999939
Italy,2003,32.88000107
Italy,2004,34.52000046
Italy,2005,34.24000168
Italy,2006,34.84000015
Italy,2007,34.97000122
Italy,2008,35.38000107
Italy,2009,34.70000076
Italy,2010,34.50999832
Italy,2011,34.72999954
Italy,2012,35.02000046
Italy,2013,34.49000168
Italy,2014,34.58000183
Italy,2015,34.72000122
Italy,2016,35.27999878
Italy,2017,35.86000061
Italy,2018,36.25999832
Italy,2019,36.68000031
Italy,2020,35.77999878
Jamaica,1995,47.86999893
Jamaica,1996,46.61000061
Jamaica,1997,45.34000015
Jamaica,1999,42.88999939
Jamaica,2001,42.47000122
Jamaica,2007,48.90000153
Jamaica,2008,50.58000183
Jamaica,2009,48.75
Jamaica,2010,47.11000061
Jamaica,2011,46.91999817
Jamaica,2012,46.70000076
Jamaica,2013,46.25
Jamaica,2014,46.91999817
Jamaica,2015,46.20000076
Jamaica,2016,49.68000031
Jamaica,2017,51.34999847
Jamaica,2018,52.36000061
Jamaica,2019,53.88000107
Jamaica,2020,51.25999832
Jamaica,2021,51.11999893
Japan,1960,53.61999893
Japan,1961,53.52000046
Japan,1962,52.61000061
Japan,1963,51.29999924
Japan,1964,50.45000076
Japan,1965,49.97000122
Japan,1966,50.16999817
Japan,1967,50.43999863
Japan,1968,50.08000183
Japan,1969,49.56000137
Japan,1970,49.34000015
Japan,1971,48.25
Japan,1972,47.11999893
Japan,1973,47.63000107
Japan,1974,45.93000031
Japan,1975,44.95999908
Japan,1976,44.99000168
Japan,1977,45.81000137
Japan,1978,46.41999817
Japan,1979,46.66999817
Japan,1980,46.65999985
Japan,1981,46.65999985
Japan,1982,46.93999863
Japan,1983,47.68000031
Japan,1984,47.5
Japan,1985,47.38000107
Japan,1986,47.25
Japan,1987,47.25
Japan,1988,47.59999847
Japan,1989,48.31999969
Japan,1990,48.97999954
Japan,1991,49.52999878
Japan,1992,49.59000015
Japan,1993,49
Japan,1994,48.70999908
Japan,1995,48.38999939
Japan,1996,48.33000183
Japan,1997,48.61999893
Japan,1998,48.11999893
Japan,1999,47.40999985
Japan,2000,47.06000137
Japan,2001,46.81999969
Japan,2002,46.04999924
Japan,2003,45.88999939
Japan,2004,46.11999893
Japan,2005,46.33000183
Japan,2006,46.58000183
Japan,2007,46.63000107
Japan,2008,46.54999924
Japan,2009,46.18000031
Japan,2010,46.16999817
Japan,2011,46.15000153
Japan,2012,46.13999939
Japan,2013,47
Japan,2014,47.56999969
Japan,2015,47.93000031
Japan,2016,48.84000015
Japan,2017,49.72000122
Japan,2018,51.33000183
Japan,2019,52.18999863
Japan,2020,51.83000183
Japan,2021,52.18000031
Jordan,1999,9.399999619
Jordan,2000,9.699999809
Jordan,2001,9.300000191
Jordan,2002,9.600000381
Jordan,2003,8.899999619
Jordan,2004,8.699999809
Jordan,2005,8.699999809
Jordan,2006,8.899999619
Jordan,2007,11
Jordan,2008,10.80000019
Jordan,2009,11.30000019
Jordan,2010,11.5
Jordan,2011,11.60000038
Jordan,2012,11.30000019
Jordan,2013,10.30000019
Jordan,2014,10
Jordan,2017,12.28999996
Jordan,2018,11.06999969
Jordan,2019,10.14999962
Jordan,2020,10.94999981
Kazakhstan,2002,57.63999939
Kazakhstan,2003,58.24000168
Kazakhstan,2004,58.38000107
Kazakhstan,2008,61.38000107
Kazakhstan,2020,60.29999924
Kenya,1999,61.04000092
Kenya,2005,49.09999847
Kenya,2006,50.88000107
Kenya,2016,69.36000061
Kenya,2019,59.59000015
Kiribati,2000,12.93000031
Kiribati,2005,16.64999962
Kiribati,2010,34.45000076
Kiribati,2015,31.68000031
Kiribati,2019,26.20000076
Kosovo,2002,8.800000191
Kosovo,2003,8.300000191
Kosovo,2004,9.899999619
Kosovo,2005,11.69999981
Kosovo,2006,11.80000019
Kosovo,2007,12.69999981
Kosovo,2008,10.5
Kosovo,2009,11.10000038
Kosovo,2012,9.670000076
Kosovo,2013,11.60000038
Kosovo,2014,11.11999989
Kosovo,2015,10.17000008
Kosovo,2016,11.11999989
Kosovo,2017,10.93000031
Kosovo,2018,9.659999847
Kosovo,2019,11.47999954
Kosovo,2020,12.02000046
Kuwait,1983,23.72999954
Kuwait,1988,33.52999878
Kuwait,1997,33.04000092
Kuwait,2003,45.63000107
Kuwait,2005,45.02999878
Kuwait,2006,53.90000153
Kuwait,2007,55.09999847
Kuwait,2009,54.06000137
Kuwait,2010,57.79999924
Kuwait,2015,54.5
Kuwait,2016,46.97999954
Kyrgyzstan,2002,47.40000153
Kyrgyzstan,2010,47.20000076
Kyrgyzstan,2011,47.63000107
Kyrgyzstan,2012,46.88000107
Kyrgyzstan,2013,44.43999863
Kyrgyzstan,2014,45.59000015
Kyrgyzstan,2015,45.40999985
Kyrgyzstan,2016,44.09000015
Kyrgyzstan,2017,41.79000092
Kyrgyzstan,2018,41.93000031
Kyrgyzstan,2019,42.70999908
Kyrgyzstan,2020,42.09999847
Laos,1995,69.5
Laos,2003,92.88999939
Laos,2005,65.40000153
Laos,2010,76.15000153
Laos,2017,33.68000031
Latin America and Caribbean,1992,42.27481842
Latin America and Caribbean,1993,44.24157333
Latin America and Caribbean,1995,40.55230713
Latin America and Caribbean,1996,39.90170288
Latin America and Caribbean,1997,41.27038956
Latin America and Caribbean,1998,41.48993683
Latin America and Caribbean,1999,42.10731506
Latin America and Caribbean,2001,43.40871429
Latin America and Caribbean,2002,44.12768555
Latin America and Caribbean,2003,44.15845871
Latin America and Caribbean,2004,45.12709045
Latin America and Caribbean,2005,45.93545914
Latin America and Caribbean,2006,46.87447357
Latin America and Caribbean,2007,46.45162201
Latin America and Caribbean,2008,47.31468201
